,ClienteID,Idade,Sexo,Trab,Habitação,Conta Poupança,Conta Corrente,Montante de credito,Duração,Objetivo,Risco
345,345,43,Mulher,1,Propria,Pequena,,1459,15,radio/TV,Bom
346,346,23,Homem,2,Propria,Pequena,Moderada,882,13,radio/TV,Bom
347,347,23,Mulher,0,Alugada,Muito Rica,Moderada,3758,24,radio/TV,Bom
348,348,34,Homem,1,Propria,Moderada,,1743,6,Negocios,Bom
349,349,32,Homem,2,Gratis,rich,Moderada,1136,9,Educação,Ruim
350,350,23,Mulher,2,Alugada,Pequena,,1236,9,Eletrodomesticos,Bom
351,351,29,Mulher,2,Propria,Pequena,Moderada,959,9,Moveis/Equipamentos,Ruim
352,352,38,Homem,3,Propria,,,3229,18,Automovel,Bom
353,353,28,Homem,2,Alugada,Pequena,Pequena,6199,12,radio/TV,Ruim
354,354,46,Homem,2,Gratis,Muito Rica,,727,10,Educação,Bom
355,355,23,Homem,1,Propria,Pequena,Moderada,1246,24,Automovel,Ruim
356,356,49,Homem,2,Propria,,,2331,12,radio/TV,Bom
357,357,26,Homem,3,Propria,Pequena,,4463,36,radio/TV,Ruim
358,358,28,Homem,2,Propria,Pequena,,776,12,radio/TV,Bom
359,359,23,Mulher,2,Alugada,Pequena,Pequena,2406,30,Moveis/Equipamentos,Ruim
360,360,61,Homem,2,Gratis,,Moderada,1239,18,Educação,Bom
361,361,37,Homem,3,Propria,,Rico,3399,12,radio/TV,Bom
362,362,36,Mulher,2,Propria,Pequena,Rico,2247,12,Automovel,Bom
363,363,21,Homem,2,Alugada,Pequena,,1766,6,Moveis/Equipamentos,Bom
364,364,25,Homem,0,Propria,Pequena,Pequena,2473,18,Moveis/Equipamentos,Ruim
365,365,36,Homem,2,Propria,Pequena,,1542,12,Negocios,Bom
366,366,27,Homem,2,Propria,Pequena,,3850,18,Automovel,Bom
367,367,22,Mulher,2,Alugada,Pequena,Pequena,3650,18,Moveis/Equipamentos,Bom
368,368,42,Homem,2,Propria,Pequena,Pequena,3446,36,Moveis/Equipamentos,Ruim
369,369,40,Mulher,2,Alugada,Pequena,Moderada,3001,18,Moveis/Equipamentos,Bom
370,370,36,Homem,2,Propria,,,3079,36,Automovel,Bom
371,371,33,Homem,2,Propria,Pequena,,6070,18,radio/TV,Bom
372,372,23,Mulher,2,Alugada,Pequena,,2146,10,Moveis/Equipamentos,Bom
373,373,63,Homem,3,Gratis,,,13756,60,Automovel,Bom
374,374,60,Mulher,3,Gratis,Moderada,Moderada,14782,60,Ferias/Outros,Ruim
375,375,37,Mulher,2,Alugada,Pequena,Pequena,7685,48,Negocios,Ruim
376,376,34,Homem,2,Propria,Pequena,,2320,18,radio/TV,Bom
377,377,36,Homem,2,Gratis,,,846,7,radio/TV,Bom
378,378,57,Homem,3,Gratis,Pequena,Moderada,14318,36,Automovel,Ruim
379,379,52,Mulher,1,Propria,Moderada,,362,6,Automovel,Bom
380,380,39,Homem,2,Propria,,Pequena,2212,20,Moveis/Equipamentos,Bom
381,381,38,Mulher,3,Gratis,Pequena,Moderada,12976,18,Automovel,Ruim
382,382,25,Mulher,2,Alugada,,,1283,22,Automovel,Bom
383,383,26,Homem,2,Propria,Pequena,Rico,1330,12,Automovel,Bom
384,384,26,Homem,1,Propria,Moderada,,4272,30,Negocios,Bom
385,385,25,Mulher,2,Propria,Pequena,,2238,18,radio/TV,Bom
386,386,21,Mulher,2,Alugada,,,1126,18,radio/TV,Bom
387,387,40,Homem,3,Propria,Pequena,Moderada,7374,18,Moveis/Equipamentos,Bom
388,388,27,Homem,2,Propria,Muito Rica,Moderada,2326,15,Negocios,Bom
389,389,27,Mulher,2,Propria,Pequena,,1449,9,Negocios,Bom
390,390,30,Homem,3,Propria,Pequena,,1820,18,Automovel,Bom
391,391,19,Mulher,1,Alugada,rich,Moderada,983,12,Moveis/Equipamentos,Bom
392,392,39,Homem,3,Gratis,Pequena,Pequena,3249,36,Automovel,Bom
393,393,31,Mulher,2,Propria,Pequena,Pequena,1957,6,radio/TV,Bom
394,394,31,Homem,3,Propria,Pequena,,2406,9,Moveis/Equipamentos,Bom
395,395,32,Homem,2,Alugada,Moderada,Moderada,11760,39,Educação,Bom
396,396,55,Mulher,3,Gratis,Pequena,Pequena,2578,12,Moveis/Equipamentos,Bom
397,397,46,Homem,2,Propria,Pequena,Pequena,2348,36,Moveis/Equipamentos,Bom
398,398,46,Homem,2,Alugada,Pequena,Moderada,1223,12,Automovel,Ruim
399,399,43,Mulher,1,Propria,rich,,1516,24,radio/TV,Bom
400,400,39,Homem,2,Propria,Pequena,,1473,18,radio/TV,Bom
401,401,28,Homem,2,Propria,,Moderada,1887,18,Negocios,Bom
402,402,27,Homem,2,Propria,Pequena,,8648,24,Negocios,Ruim
403,403,27,Homem,1,Propria,Pequena,,802,14,Automovel,Bom
404,404,43,Homem,2,Propria,,Moderada,2899,18,Automovel,Bom
405,405,22,Homem,2,Propria,Pequena,Moderada,2039,24,radio/TV,Ruim
406,406,43,Homem,2,Propria,,,2197,24,Automovel,Bom
407,407,27,Homem,2,Propria,Pequena,Pequena,1053,15,radio/TV,Bom
408,408,26,Homem,3,Propria,Muito Rica,,3235,24,radio/TV,Bom
409,409,28,Homem,2,Propria,Muito Rica,Rico,939,12,Automovel,Ruim
410,410,20,Mulher,2,Propria,Pequena,Moderada,1967,24,radio/TV,Bom
411,411,35,Homem,3,Propria,Pequena,,7253,33,Automovel,Bom
412,412,42,Homem,3,Propria,Pequena,,2292,12,Negocios,Ruim
413,413,40,Homem,1,Alugada,Muito Rica,,1597,10,Automovel,Bom
414,414,35,Mulher,2,Propria,,Pequena,1381,24,Automovel,Ruim
415,415,35,Homem,2,Propria,Pequena,,5842,36,Automovel,Bom
416,416,33,Homem,1,Propria,Pequena,Pequena,2579,12,Automovel,Ruim
417,417,23,Mulher,2,Alugada,,Pequena,8471,18,Educação,Bom
418,418,31,Mulher,3,Propria,Muito Rica,,2782,21,Automovel,Bom
419,419,33,Mulher,2,Propria,,Moderada,1042,18,Automovel,Ruim
420,420,20,Mulher,2,Alugada,rich,,3186,15,Automovel,Bom
421,421,30,Homem,2,Propria,,Moderada,2028,12,Automovel,Bom
422,422,47,Homem,1,Propria,Pequena,Moderada,958,12,Automovel,Bom
423,423,34,Homem,3,Propria,Moderada,,1591,21,Moveis/Equipamentos,Bom
424,424,25,Mulher,2,Propria,,Moderada,2762,12,Moveis/Equipamentos,Ruim
425,425,21,Homem,2,Alugada,Pequena,Moderada,2779,18,Automovel,Bom
426,426,29,Homem,2,Propria,Pequena,,2743,28,radio/TV,Bom
427,427,46,Homem,2,Propria,rich,,1149,18,radio/TV,Bom
428,428,20,Homem,2,Propria,Pequena,,1313,9,Moveis/Equipamentos,Bom
429,429,55,Mulher,0,Gratis,Pequena,Pequena,1190,18,Reparos,Ruim
430,430,74,Homem,1,Propria,Pequena,,3448,5,Negocios,Bom
431,431,29,Homem,3,Propria,Pequena,Moderada,11328,24,Ferias/Outros,Ruim
432,432,36,Homem,3,Gratis,Pequena,Pequena,1872,6,Moveis/Equipamentos,Bom
433,433,33,Homem,2,Propria,Pequena,,2058,24,Reparos,Bom
434,434,25,Homem,2,Propria,Pequena,Pequena,2136,9,Moveis/Equipamentos,Bom
435,435,25,Homem,2,Propria,,Moderada,1484,12,radio/TV,Ruim
436,436,23,Homem,1,Alugada,Muito Rica,,660,6,Reparos,Bom
437,437,37,Mulher,2,Propria,rich,,1287,24,Automovel,Bom
438,438,65,Homem,0,Propria,Pequena,Pequena,3394,42,Reparos,Bom
439,439,26,Mulher,0,Propria,Pequena,Rico,609,12,Negocios,Ruim
440,440,39,Homem,3,Propria,Pequena,,1884,12,Automovel,Bom
441,441,30,Mulher,2,Propria,Pequena,Pequena,1620,12,Moveis/Equipamentos,Bom
442,442,29,Homem,2,Propria,Pequena,Moderada,2629,20,Ferias/Outros,Bom
443,443,41,Homem,1,Propria,Pequena,,719,12,Educação,Ruim
444,444,30,Mulher,3,Propria,Pequena,Moderada,5096,48,Moveis/Equipamentos,Ruim
445,445,41,Mulher,1,Alugada,,,1244,9,Educação,Bom
446,446,34,Mulher,2,Propria,Pequena,Pequena,1842,36,Automovel,Ruim
447,447,35,Homem,2,Propria,Pequena,Moderada,2576,7,radio/TV,Bom
448,448,55,Mulher,3,Propria,,Rico,1424,12,Moveis/Equipamentos,Bom
449,449,61,Homem,2,Propria,rich,Moderada,1512,15,Reparos,Ruim
450,450,30,Homem,3,Propria,,,11054,36,Automovel,Bom
451,451,29,Mulher,2,Propria,Pequena,,518,6,radio/TV,Bom
452,452,34,Homem,2,Propria,Pequena,,2759,12,Moveis/Equipamentos,Bom
453,453,35,Homem,3,Propria,Pequena,,2670,24,Automovel,Bom
454,454,31,Homem,2,Propria,Pequena,Pequena,4817,24,Automovel,Ruim
455,455,29,Mulher,3,Propria,Pequena,,2679,24,Automovel,Bom
456,456,36,Homem,2,Alugada,Pequena,Pequena,3905,11,Automovel,Bom
457,457,35,Homem,2,Gratis,Pequena,Pequena,3386,12,Automovel,Ruim
458,458,27,Mulher,2,Propria,Pequena,Pequena,343,6,Eletrodomesticos,Bom
459,459,32,Homem,2,Propria,Pequena,,4594,18,radio/TV,Bom
460,460,37,Homem,2,Propria,Pequena,Pequena,3620,36,Moveis/Equipamentos,Bom
461,461,36,Homem,2,Propria,Pequena,Pequena,1721,15,Automovel,Bom
462,462,34,Mulher,3,Alugada,Pequena,Moderada,3017,12,Moveis/Equipamentos,Bom
463,463,38,Homem,2,Propria,,Moderada,754,12,Educação,Bom
464,464,34,Homem,2,Propria,Pequena,,1950,18,Negocios,Bom
465,465,63,Homem,2,Propria,Pequena,Pequena,2924,24,Automovel,Bom
466,466,29,Mulher,1,Alugada,Pequena,Pequena,1659,24,radio/TV,Ruim
467,467,32,Homem,2,Propria,,,7238,48,radio/TV,Bom
468,468,26,Mulher,2,Propria,Pequena,,2764,33,Negocios,Bom
469,469,35,Homem,1,Propria,Pequena,,4679,24,Automovel,Bom
470,470,22,Homem,2,Alugada,Moderada,Moderada,3092,24,radio/TV,Ruim
471,471,23,Mulher,2,Propria,Pequena,Pequena,448,6,Educação,Ruim
472,472,28,Homem,1,Propria,Pequena,Pequena,654,9,Automovel,Ruim
473,473,36,Homem,3,Propria,,,1238,6,Educação,Bom
474,474,33,Homem,2,Propria,Pequena,Moderada,1245,18,radio/TV,Ruim
475,475,26,Mulher,2,Alugada,Pequena,Pequena,3114,18,Moveis/Equipamentos,Ruim
476,476,24,Homem,2,Propria,Muito Rica,,2569,39,Automovel,Bom
477,477,25,Homem,2,Propria,Pequena,Rico,5152,24,radio/TV,Bom
478,478,39,Homem,1,Propria,Moderada,Moderada,1037,12,Negocios,Bom
479,479,44,Homem,2,Propria,Pequena,Pequena,1478,15,Moveis/Equipamentos,Bom
480,480,23,Mulher,1,Propria,Pequena,Moderada,3573,12,radio/TV,Bom
481,481,26,Homem,2,Propria,Pequena,Moderada,1201,24,Automovel,Bom
482,482,57,Mulher,2,Alugada,rich,Pequena,3622,30,Moveis/Equipamentos,Bom
483,483,30,Mulher,2,Propria,rich,,960,15,Moveis/Equipamentos,Bom
484,484,44,Homem,2,Propria,Muito Rica,,1163,12,Automovel,Bom
485,485,47,Homem,3,Propria,Pequena,Moderada,1209,6,Automovel,Ruim
486,486,52,Homem,2,Propria,Pequena,,3077,12,radio/TV,Bom
487,487,62,Mulher,2,Gratis,Pequena,,3757,24,Automovel,Bom
488,488,35,Homem,1,Alugada,Moderada,,1418,10,Automovel,Bom
489,489,26,Homem,2,Alugada,Pequena,,3518,6,Automovel,Bom
490,490,26,Homem,2,Propria,Pequena,,1934,12,radio/TV,Bom
491,491,42,Mulher,3,Gratis,Pequena,Moderada,8318,27,Negocios,Ruim
492,492,27,Mulher,2,Propria,Moderada,,1237,6,radio/TV,Bom
493,493,38,Homem,2,Propria,,Moderada,368,6,radio/TV,Bom
494,494,39,Homem,1,Alugada,Pequena,Pequena,2122,12,Automovel,Bom
495,495,20,Homem,2,Propria,,Pequena,2996,24,Moveis/Equipamentos,Ruim
496,496,29,Homem,3,Alugada,Moderada,Moderada,9034,36,Moveis/Equipamentos,Ruim
497,497,40,Homem,2,Propria,Pequena,,1585,24,Moveis/Equipamentos,Bom
498,498,32,Homem,1,Propria,Pequena,Moderada,1301,18,radio/TV,Bom
499,499,28,Homem,2,Propria,Moderada,Rico,1323,6,Automovel,Bom
500,500,27,Mulher,2,Propria,Pequena,Pequena,3123,24,Automovel,Ruim
501,501,42,Homem,2,Gratis,Pequena,Pequena,5493,36,Automovel,Bom
502,502,49,Homem,2,Propria,Moderada,Rico,1126,9,radio/TV,Bom
503,503,38,Homem,2,Propria,Moderada,Moderada,1216,24,radio/TV,Ruim
504,504,24,Mulher,2,Alugada,Pequena,Pequena,1207,24,Automovel,Ruim
505,505,27,Homem,1,Propria,,,1309,10,Automovel,Ruim
506,506,36,Homem,2,Propria,Muito Rica,Rico,2360,15,Automovel,Bom
507,507,34,Homem,3,Propria,Moderada,Moderada,6850,15,Automovel,Ruim
508,508,28,Homem,2,Propria,Pequena,,1413,24,radio/TV,Bom
509,509,45,Homem,3,Propria,Moderada,,8588,39,Automovel,Bom
510,510,26,Homem,2,Propria,Pequena,Pequena,759,12,Automovel,Ruim
511,511,32,Homem,3,Gratis,Pequena,,4686,36,Automovel,Bom
512,512,26,Homem,2,Alugada,Pequena,Rico,2687,15,Negocios,Bom
513,513,20,Homem,2,Alugada,Pequena,Moderada,585,12,radio/TV,Bom
514,514,54,Homem,2,Propria,,,2255,24,Automovel,Bom
515,515,37,Mulher,2,Propria,Pequena,Pequena,609,6,Automovel,Bom
516,516,40,Homem,1,Propria,Pequena,Pequena,1361,6,Automovel,Bom
517,517,23,Mulher,2,Alugada,Pequena,,7127,36,Moveis/Equipamentos,Ruim
518,518,43,Homem,2,Propria,Moderada,Pequena,1203,6,Automovel,Bom
519,519,36,Homem,2,Gratis,,,700,6,radio/TV,Bom
520,520,44,Homem,2,Gratis,Pequena,,5507,24,Reparos,Bom
521,521,24,Mulher,2,Propria,Pequena,Pequena,3190,18,radio/TV,Ruim
522,522,53,Homem,2,Gratis,Pequena,Pequena,7119,48,Moveis/Equipamentos,Ruim
523,523,23,Mulher,2,Propria,Moderada,,3488,24,Automovel,Bom
524,524,26,Mulher,1,Propria,Pequena,Moderada,1113,18,radio/TV,Bom
525,525,30,Homem,2,Propria,Pequena,Moderada,7966,26,Automovel,Bom
526,526,31,Mulher,2,Propria,Moderada,,1532,15,Educação,Bom
527,527,42,Homem,1,Propria,Pequena,,1503,4,radio/TV,Bom
528,528,31,Homem,2,Alugada,Pequena,Pequena,2302,36,radio/TV,Ruim
529,529,41,Homem,1,Propria,Pequena,Pequena,662,6,Automovel,Bom
530,530,32,Homem,2,Propria,Pequena,Moderada,2273,36,Educação,Bom
531,531,28,Mulher,2,Alugada,Moderada,Moderada,2631,15,Automovel,Ruim
532,532,41,Homem,2,Alugada,Pequena,,1503,12,Automovel,Bom
533,533,26,Homem,2,Propria,Moderada,,1311,24,radio/TV,Bom
534,534,25,Homem,2,Propria,,,3105,24,radio/TV,Bom
535,535,33,Homem,2,Alugada,Pequena,Rico,2319,21,Educação,Ruim
536,536,75,Mulher,3,Propria,,Pequena,1374,6,Automovel,Bom
537,537,37,Mulher,2,Propria,Pequena,Moderada,3612,18,Moveis/Equipamentos,Bom
538,538,42,Homem,3,Gratis,Pequena,Pequena,7763,48,Automovel,Ruim
539,539,45,Mulher,1,Propria,Pequena,Rico,3049,18,Moveis/Equipamentos,Bom
540,540,23,Homem,2,Alugada,Pequena,Moderada,1534,12,radio/TV,Ruim
541,541,60,Homem,2,Gratis,Pequena,,2032,24,Automovel,Bom
542,542,31,Homem,2,Propria,,Pequena,6350,30,Moveis/Equipamentos,Ruim
543,543,34,Homem,1,Propria,Pequena,Rico,2864,18,Moveis/Equipamentos,Ruim
544,544,61,Homem,1,Propria,Pequena,,1255,12,Automovel,Bom
545,545,43,Homem,2,Gratis,Pequena,Pequena,1333,24,Automovel,Ruim
546,546,37,Mulher,2,Propria,Pequena,,2022,24,Automovel,Bom
547,547,32,Homem,2,Propria,Pequena,,1552,24,radio/TV,Bom
548,548,24,Mulher,1,Propria,Pequena,Pequena,626,12,radio/TV,Ruim
549,549,35,Homem,2,Gratis,,,8858,48,Automovel,Bom
550,550,23,Mulher,2,Propria,,,996,12,Reparos,Bom
551,551,45,Homem,1,Propria,Muito Rica,,1750,6,radio/TV,Bom
552,552,34,Homem,2,Propria,Pequena,Pequena,6999,48,radio/TV,Ruim
553,553,27,Homem,2,Propria,Moderada,Moderada,1995,12,Automovel,Bom
554,554,67,Mulher,3,Propria,Pequena,Moderada,1199,9,Educação,Bom
555,555,22,Homem,2,Propria,Pequena,Moderada,1331,12,radio/TV,Ruim
556,556,28,Mulher,2,Propria,Moderada,Moderada,2278,18,Automovel,Ruim
557,557,29,Mulher,2,Propria,,,5003,21,Automovel,Ruim
558,558,27,Homem,2,Propria,Pequena,Pequena,3552,24,Moveis/Equipamentos,Ruim
559,559,31,Homem,1,Propria,Pequena,Moderada,1928,18,Moveis/Equipamentos,Ruim
560,560,49,Homem,2,Gratis,,Pequena,2964,24,Automovel,Bom
561,561,24,Homem,1,Alugada,Pequena,Pequena,1546,24,radio/TV,Ruim
562,562,29,Mulher,2,Propria,Pequena,Rico,683,6,radio/TV,Bom
563,563,37,Homem,2,Gratis,,Moderada,12389,36,Automovel,Ruim
564,564,37,Homem,3,Propria,,Moderada,4712,24,Negocios,Bom
565,565,23,Mulher,2,Alugada,Moderada,Moderada,1553,24,radio/TV,Bom
566,566,36,Homem,2,Propria,Pequena,Pequena,1372,12,Automovel,Ruim
567,567,34,Homem,2,Propria,rich,,2578,24,radio/TV,Bom
568,568,41,Homem,2,Propria,,Moderada,3979,48,radio/TV,Bom
569,569,31,Mulher,2,Propria,Pequena,Pequena,6758,48,radio/TV,Ruim
570,570,23,Mulher,1,Alugada,Pequena,Pequena,3234,24,Moveis/Equipamentos,Ruim
571,571,38,Homem,2,Propria,Pequena,,5954,30,radio/TV,Bom
572,572,26,Mulher,3,Alugada,,,5433,24,Automovel,Bom
573,573,22,Mulher,1,Propria,Pequena,Pequena,806,15,Negocios,Bom
574,574,27,Homem,1,Propria,Pequena,Moderada,1082,9,radio/TV,Bom
575,575,24,Mulher,2,Propria,Pequena,,2788,15,Moveis/Equipamentos,Bom
576,576,27,Mulher,2,Propria,Pequena,Moderada,2930,12,radio/TV,Bom
577,577,33,Mulher,2,Propria,,,1927,24,Educação,Bom
578,578,27,Homem,2,Propria,Pequena,Moderada,2820,36,Automovel,Ruim
579,579,27,Homem,1,Propria,Pequena,,937,24,Educação,Bom
580,580,30,Homem,2,Propria,Pequena,Moderada,1056,18,Automovel,Ruim
581,581,49,Homem,1,Propria,Pequena,Moderada,3124,12,Automovel,Bom
582,582,26,Mulher,2,Alugada,Pequena,,1388,9,Moveis/Equipamentos,Bom
583,583,33,Homem,1,Alugada,Pequena,Moderada,2384,36,Reparos,Ruim
584,584,52,Mulher,3,Gratis,,,2133,12,Automovel,Bom
585,585,20,Mulher,2,Alugada,Pequena,Pequena,2039,18,Moveis/Equipamentos,Ruim
586,586,36,Homem,2,Alugada,Pequena,Pequena,2799,9,Automovel,Bom
587,587,21,Homem,1,Propria,Pequena,Pequena,1289,12,Moveis/Equipamentos,Bom
588,588,47,Homem,1,Propria,Pequena,Pequena,1217,18,Eletrodomesticos,Ruim
589,589,60,Homem,2,Propria,Pequena,Pequena,2246,12,Moveis/Equipamentos,Ruim
590,590,58,Mulher,1,Propria,Pequena,Pequena,385,12,radio/TV,Bom
591,591,42,Mulher,2,Alugada,,Moderada,1965,24,Automovel,Bom
592,592,36,Mulher,1,Propria,rich,,1572,21,Negocios,Bom
593,593,20,Mulher,1,Alugada,Pequena,Moderada,2718,24,Automovel,Ruim
594,594,40,Homem,3,Propria,,Pequena,1358,24,Ferias/Outros,Ruim
595,595,32,Mulher,1,Propria,Moderada,Moderada,931,6,Automovel,Ruim
596,596,23,Mulher,2,Alugada,Pequena,Pequena,1442,24,Automovel,Ruim
597,597,36,Homem,1,Propria,Pequena,Moderada,4241,24,Negocios,Ruim
598,598,31,Homem,2,Propria,Pequena,,2775,18,Automovel,Ruim
599,599,32,Homem,2,Gratis,Pequena,,3863,24,Negocios,Bom
600,600,45,Mulher,2,Propria,Pequena,Moderada,2329,7,radio/TV,Bom
601,601,30,Mulher,2,Propria,Pequena,Moderada,918,9,Moveis/Equipamentos,Ruim
602,602,34,Mulher,1,Gratis,Pequena,Moderada,1837,24,Educação,Ruim
603,603,28,Mulher,3,Propria,Pequena,,3349,36,Moveis/Equipamentos,Ruim
604,604,23,Mulher,2,Propria,Pequena,Rico,1275,10,Moveis/Equipamentos,Bom
605,605,22,Homem,2,Propria,Muito Rica,Pequena,2828,24,Moveis/Equipamentos,Bom
606,606,74,Homem,3,Propria,Pequena,,4526,24,Negocios,Bom
607,607,50,Mulher,2,Gratis,Moderada,Moderada,2671,36,radio/TV,Ruim
608,608,33,Homem,2,Propria,Pequena,,2051,18,radio/TV,Bom
609,609,45,Homem,2,Gratis,,,1300,15,Automovel,Bom
610,610,22,Mulher,2,Propria,Moderada,Pequena,741,12,Eletrodomesticos,Ruim
611,611,48,Mulher,1,Gratis,Moderada,Rico,1240,10,Automovel,Ruim
612,612,29,Mulher,2,Propria,rich,Pequena,3357,21,radio/TV,Bom
613,613,22,Mulher,2,Alugada,Pequena,Pequena,3632,24,Automovel,Bom
614,614,22,Mulher,2,Propria,Pequena,,1808,18,Moveis/Equipamentos,Ruim
615,615,48,Homem,3,Propria,,Moderada,12204,48,Negocios,Bom
616,616,27,Homem,3,Gratis,,Moderada,9157,60,radio/TV,Bom
617,617,37,Homem,2,Alugada,Pequena,Pequena,3676,6,Automovel,Bom
618,618,21,Mulher,2,Alugada,Moderada,Moderada,3441,30,Moveis/Equipamentos,Ruim
619,619,49,Homem,1,Propria,Pequena,,640,12,Automovel,Bom
620,620,27,Homem,2,Propria,Pequena,Moderada,3652,21,Negocios,Bom
621,621,32,Homem,2,Propria,Pequena,,1530,18,Automovel,Ruim
622,622,38,Homem,2,Propria,,,3914,48,Negocios,Ruim
623,623,22,Mulher,2,Alugada,Pequena,Pequena,1858,12,Moveis/Equipamentos,Bom
624,624,65,Homem,2,Gratis,Pequena,Pequena,2600,18,radio/TV,Ruim
625,625,35,Homem,2,Propria,,,1979,15,radio/TV,Bom
626,626,41,Homem,2,Propria,Pequena,Rico,2116,6,Moveis/Equipamentos,Bom
627,627,29,Homem,2,Propria,Moderada,Moderada,1437,9,Automovel,Ruim
628,628,36,Homem,2,Propria,Muito Rica,,4042,42,Moveis/Equipamentos,Bom
629,629,64,Homem,1,Propria,,,3832,9,Educação,Bom
630,630,28,Mulher,2,Propria,Pequena,Pequena,3660,24,radio/TV,Bom
631,631,44,Homem,2,Propria,Pequena,Pequena,1553,18,Moveis/Equipamentos,Ruim
632,632,23,Homem,2,Propria,,Moderada,1444,15,radio/TV,Bom
633,633,19,Mulher,2,Alugada,Pequena,,1980,9,Moveis/Equipamentos,Ruim
634,634,25,Mulher,1,Propria,Pequena,Moderada,1355,24,Automovel,Ruim
635,635,47,Homem,2,Propria,Pequena,,1393,12,Educação,Bom
636,636,28,Mulher,2,Propria,Muito Rica,,1376,24,radio/TV,Bom
637,637,21,Homem,2,Propria,Pequena,,15653,60,radio/TV,Bom
638,638,34,Mulher,2,Propria,Pequena,,1493,12,radio/TV,Bom
639,639,26,Homem,2,Propria,Pequena,Pequena,4370,42,radio/TV,Ruim
640,640,27,Mulher,0,Propria,Pequena,Pequena,750,18,Educação,Ruim
641,641,38,Homem,1,Propria,Pequena,Moderada,1308,15,Reparos,Bom
642,642,40,Homem,3,Propria,Moderada,,4623,15,Educação,Ruim
643,643,33,Homem,2,Propria,Pequena,,1851,24,radio/TV,Bom
644,644,32,Homem,3,Propria,Pequena,Pequena,1880,18,radio/TV,Bom
645,645,27,Homem,2,Alugada,,,7980,36,Negocios,Ruim
646,646,32,Homem,2,Propria,Pequena,Pequena,4583,30,Moveis/Equipamentos,Bom
647,647,26,Mulher,2,Propria,Muito Rica,,1386,12,Automovel,Ruim
648,648,38,Homem,2,Gratis,Pequena,Rico,947,24,Automovel,Ruim
649,649,40,Homem,1,Alugada,Pequena,Pequena,684,12,Educação,Ruim
650,650,50,Homem,3,Gratis,Pequena,Pequena,7476,48,Educação,Bom
651,651,37,Homem,1,Propria,Pequena,Moderada,1922,12,Moveis/Equipamentos,Ruim
652,652,45,Homem,2,Propria,Pequena,Pequena,2303,24,Automovel,Ruim
653,653,42,Homem,3,Propria,Moderada,Moderada,8086,36,Automovel,Ruim
654,654,35,Homem,2,Propria,Pequena,,2346,24,Automovel,Bom
655,655,22,Homem,2,Gratis,Pequena,Pequena,3973,14,Automovel,Bom
656,656,41,Homem,1,Propria,Pequena,Moderada,888,12,Automovel,Ruim
657,657,37,Homem,2,Propria,,,10222,48,radio/TV,Bom
658,658,28,Mulher,2,Propria,Pequena,Moderada,4221,30,Negocios,Bom
659,659,41,Homem,2,Propria,Pequena,Moderada,6361,18,Moveis/Equipamentos,Bom
660,660,23,Homem,2,Alugada,Pequena,Rico,1297,12,radio/TV,Bom
661,661,23,Homem,2,Propria,,Pequena,900,12,Automovel,Ruim
662,662,50,Homem,2,Propria,Pequena,,2241,21,Moveis/Equipamentos,Bom
663,663,35,Homem,3,Propria,Pequena,Moderada,1050,6,Moveis/Equipamentos,Bom
664,664,50,Mulher,1,Propria,Pequena,Rico,1047,6,Educação,Bom
665,665,27,Homem,3,Propria,Pequena,,6314,24,Ferias/Outros,Bom
666,666,34,Homem,2,Propria,rich,Moderada,3496,30,Moveis/Equipamentos,Bom
667,667,27,Mulher,2,Propria,Pequena,,3609,48,Negocios,Bom
668,668,43,Homem,2,Alugada,Pequena,Pequena,4843,12,Automovel,Ruim
669,669,47,Homem,2,Propria,Pequena,Rico,3017,30,radio/TV,Bom
670,670,27,Homem,1,Propria,Moderada,,4139,24,Negocios,Bom
671,671,31,Homem,2,Propria,Moderada,,5742,36,Negocios,Bom
672,672,42,Homem,3,Propria,Pequena,,10366,60,Automovel,Bom
673,673,24,Homem,2,Propria,Muito Rica,,2080,6,Automovel,Bom
674,674,41,Homem,1,Propria,Muito Rica,,2580,21,Negocios,Ruim
675,675,26,Mulher,3,Alugada,Pequena,,4530,30,radio/TV,Bom
676,676,33,Homem,2,Propria,Pequena,,5150,24,Moveis/Equipamentos,Bom
677,677,24,Homem,2,Propria,Moderada,Moderada,5595,72,radio/TV,Ruim
678,678,64,Homem,1,Alugada,Pequena,Pequena,2384,24,radio/TV,Bom
679,679,26,Mulher,2,Propria,Pequena,,1453,18,radio/TV,Bom
680,680,56,Mulher,2,Propria,Pequena,,1538,6,Educação,Bom
681,681,37,Homem,2,Gratis,,,2279,12,radio/TV,Bom
682,682,33,Homem,2,Propria,Pequena,,1478,15,radio/TV,Bom
683,683,47,Homem,2,Gratis,Pequena,,5103,24,radio/TV,Bom
684,684,31,Homem,1,Propria,Moderada,Moderada,9857,36,Negocios,Bom
685,685,34,Homem,2,Gratis,,,6527,60,Automovel,Bom
686,686,27,Homem,2,Propria,,Rico,1347,10,radio/TV,Bom
687,687,30,Homem,2,Gratis,Moderada,Moderada,2862,36,Automovel,Bom
688,688,35,Homem,2,Propria,Moderada,,2753,9,radio/TV,Bom
689,689,31,Homem,2,Propria,rich,Pequena,3651,12,Automovel,Bom
690,690,25,Homem,2,Propria,Pequena,Pequena,975,15,Moveis/Equipamentos,Bom
691,691,25,Mulher,1,Propria,Moderada,Moderada,2631,15,Reparos,Bom
